year,name,category,ratio_f,number_f,ratio_m,number_m
1974,Shannon,4: mostly gendered,0.809,10609,0.191,2505
1974,Kelly,4: mostly gendered,0.86,10848,0.14,1759
1974,Tracy,4: mostly gendered,0.862,9288,0.138,1493
1974,Stacy,4: mostly gendered,0.891,6741,0.109,828
1974,Jamie,1: most neutral,0.425,3021,0.575,4086
1974,Dana,4: mostly gendered,0.864,5158,0.136,814
1974,Leslie,4: mostly gendered,0.866,4464,0.134,691
1974,Terry,4: mostly gendered,0.114,518,0.886,4027
1974,Jody,2: very neutral,0.612,1776,0.388,1125
1974,Lee,3: somewhat neutral,0.223,608,0.777,2114
1974,Courtney,4: mostly gendered,0.863,2337,0.137,371
1974,Angel,1: most neutral,0.566,1450,0.434,1111
1974,Casey,2: very neutral,0.322,822,0.678,1729
1974,Kerry,3: somewhat neutral,0.709,1729,0.291,710
1974,Ashley,3: somewhat neutral,0.799,1625,0.201,409
1974,Lynn,4: mostly gendered,0.88,1645,0.12,225
1974,Nakia,2: very neutral,0.649,1134,0.351,613
1974,Jackie,2: very neutral,0.608,913,0.392,589
1974,Jaime,4: mostly gendered,0.192,260,0.808,1092
1974,Billie,4: mostly gendered,0.893,1132,0.107,136
1974,Jean,4: mostly gendered,0.807,960,0.193,230
1974,Jessie,2: very neutral,0.323,358,0.677,750
1974,Joey,3: somewhat neutral,0.213,232,0.787,855
1974,Rene,2: very neutral,0.322,344,0.678,725
1974,Francis,4: mostly gendered,0.114,114,0.886,889
1974,Shelby,4: mostly gendered,0.813,799,0.187,184
1974,Carey,2: very neutral,0.689,659,0.311,298
1974,Kenya,4: mostly gendered,0.861,812,0.139,131
1974,Sandy,4: mostly gendered,0.887,814,0.113,104
1974,Guadalupe,2: very neutral,0.61,489,0.39,312
1974,Alexis,3: somewhat neutral,0.77,601,0.23,180
1974,Micah,4: mostly gendered,0.106,82,0.894,694
1974,Cameron,4: mostly gendered,0.123,91,0.877,651
1974,Johnnie,4: mostly gendered,0.187,130,0.813,564
1974,Marty,4: mostly gendered,0.108,75,0.892,617
1974,Noel,3: somewhat neutral,0.247,166,0.753,506
1974,Frankie,3: somewhat neutral,0.218,128,0.782,460
1974,Kris,3: somewhat neutral,0.286,167,0.714,417
1974,Robbie,3: somewhat neutral,0.271,154,0.729,415
1974,Marion,1: most neutral,0.467,233,0.533,266
1974,Cary,2: very neutral,0.366,177,0.634,306
1974,Lashawn,4: mostly gendered,0.802,386,0.198,95
1974,Jamey,4: mostly gendered,0.143,66,0.857,394
1974,Loren,3: somewhat neutral,0.212,96,0.788,357
1974,Devon,3: somewhat neutral,0.209,93,0.791,352
1974,Kendall,3: somewhat neutral,0.221,98,0.779,346
1974,Whitney,4: mostly gendered,0.834,368,0.166,73
1974,Jan,3: somewhat neutral,0.761,324,0.239,102
1974,Antonia,3: somewhat neutral,0.742,310,0.258,108
1974,Mickey,4: mostly gendered,0.126,48,0.874,334
1974,Kasey,3: somewhat neutral,0.751,286,0.249,95
1974,Terrell,4: mostly gendered,0.106,40,0.894,339
1974,Morgan,3: somewhat neutral,0.257,96,0.743,278
1974,Colby,4: mostly gendered,0.108,40,0.892,330
1974,Aubrey,1: most neutral,0.515,185,0.485,174
1974,Dorian,2: very neutral,0.324,110,0.676,229
1974,Dallas,4: mostly gendered,0.11,36,0.89,292
1974,Tommie,3: somewhat neutral,0.248,75,0.752,227
1974,Christen,4: mostly gendered,0.864,260,0.136,41
1974,Shayne,3: somewhat neutral,0.253,76,0.747,224
1974,Dusty,1: most neutral,0.448,134,0.552,165
1974,Dominique,3: somewhat neutral,0.714,212,0.286,85
1974,Kristian,3: somewhat neutral,0.205,59,0.795,229
1974,Shanon,2: very neutral,0.697,200,0.303,87
1974,Lindsey,4: mostly gendered,0.83,234,0.17,48
1974,Marlo,3: somewhat neutral,0.75,207,0.25,69
1974,Kenyatta,1: most neutral,0.445,118,0.555,147
1974,Jayme,2: very neutral,0.606,157,0.394,102
1974,Brook,2: very neutral,0.632,163,0.368,95
1974,Shea,2: very neutral,0.603,155,0.397,102
1974,Ali,2: very neutral,0.379,97,0.621,159
1974,Deon,4: mostly gendered,0.124,31,0.876,220
1974,Lindsay,4: mostly gendered,0.855,213,0.145,36
